Se 1.65272325 2.86303150 50.07780000
Se 3.30583066 0.00000000 50.07780000
Se 4.95721882 2.86205525 50.06200000
W 1.65732050 0.95685625 51.75200000
W 3.31398605 3.82625789 51.73620000
W 4.97063270 0.95687807 51.73620000
Se 1.66183273 2.87817693 53.41480000
Se 3.32349542 0.00010000 53.41480000
Se 4.98439296 2.87774062 53.39890000
Se 3.30413030 5.72330333 50.05410000
Se 4.95381811 8.57939204 50.01450000
W 80.37667500 6.69365794 51.72050000
W 82.03168742 9.55612769 51.68090000
W 4.96905830 6.69223994 51.70440000
Se 3.32270822 5.75422684 53.39110000
Se 4.98111821 8.62547734 53.35130000
W 83.68367386 12.41216186 51.62660000
Se 6.60857549 0.00000000 50.05410000
Se 8.25820032 2.86109537 50.03010000
Se 9.90691200 0.00042515 50.01450000
Se 11.55323059 2.85979735 49.98250000
W 8.28017894 0.95721076 51.70440000
W 6.62567347 3.82533618 51.71220000
W 9.93229133 3.82405452 51.67230000
W 11.58361651 0.95770161 51.65680000
Se 6.64462925 0.00044461 53.39110000
Se 8.30316518 2.87682437 53.36690000
Se 9.96047309 0.00103331 53.35130000
Se 11.61488410 2.87535727 53.31930000
Se 6.60687514 5.72128540 50.03010000
Se 8.25328819 8.57551978 49.98250000
Se 9.90455040 5.71839484 49.99000000
Se 11.54696448 8.57033860 49.93550000
W 8.27788032 6.68956753 51.67230000
W 6.62120218 9.55285536 51.65680000
W 9.92589926 9.54761964 51.61740000
W 11.58027878 6.68585889 51.62480000
Se 6.64299187 5.75237252 53.36690000
Se 8.29756032 8.62111423 53.31930000
Se 9.95785958 5.74915473 53.32700000
Se 11.60710656 8.61462412 53.27230000
Se 6.60029414 11.43062679 49.96000000
Se 8.24302310 14.27564412 49.89350000
Se 9.89579674 11.42451845 49.92140000
Se 11.53550285 14.26800869 49.85070000
W 8.26912666 12.40627167 51.59570000
W 85.33147238 15.26006975 51.56050000
W 9.91239091 15.25134354 51.52470000
W 11.56922650 12.39819992 51.55070000
Se 6.63530880 11.48920148 53.29670000
Se 8.28380006 14.34283594 53.23010000
